date_posted,link,price,city,subregion,region,post_text,prices_need_cleaning,posts_scraped_on
2021-12-14T15:23:10-0600,https://houston.craigslist.org/lss/d/houston-math-chem-sat-act-tutor-30/7420809393.html,"[30, 35, 45]",None,None,houston,"Feel free to text me at 909-640-3570Hi, I was accepted into the Ivy Leagues and tutor math, chemistry, and SAT/ACT. I’ve been a tutor for over 8 years working with students of all ages. I help with homework, quizzes and tests. For ACT/SAT I scored in the top 1%, use official practice tests and teach high-level tricks. I tutor through videocall, so you can work with me from the comfort of your home 🏠.+ Math ($30)+ Chem ($35)+ SAT/ACT ($45)+ Online Tutoring (Zoom/Skype/Facetime)Give me a call or text me at 909-640-3570. My schedule is flexible and we can get started ASAP.    ",True,2021-12-24
2021-12-14T08:27:06-0600,https://houston.craigslist.org/lss/d/houston-am-private-tutor-very/7420593523.html,19,Houston,None,houston,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-13T14:28:00-0600,https://houston.craigslist.org/lss/d/houston-am-private-tutor-very/7420342003.html,19,Houston,None,houston,"Hi! I am a certified teacher with 7 years experience offering tutoring services. I have a proven track record , and I also work alongside a few other teachers! This is our passion! I help students who are falling behind and may have missing assignments or those who would like to be accelerated in learning to stay above their class! I have private , on one one lessons for only $19 per session! We can get started right away but my schedules fills quickly. Call or text me 404-905-5360I teach all subjects K-12Thanks    ",False,2021-12-24
2021-12-13T10:50:34-0600,https://houston.craigslist.org/lss/d/spring-ivy-league-tutor-sat-act-gmat/7420219756.html,None,None,None,houston,"Professional full-time tutor available for your tutoring needs. I’m highly experienced with a strong track record of helping students increase grades and test scores. I take pride in bringing out the full academic potential from my students.Contact me (call or text) at 281-407-6375Educational Background:University of Pennsylvania(Undergrad)Harvard University(Grad)ACT 35SAT 1580LSAT 176MCAT 524GRE 334GMAT 790I have 4 years of classroom teaching experience at a public school. I also have 3 years of work experience teaching at a tutoring center. I went on my own and have been doing online and in-person tutoring for the past 4 years.Subjects I tutor: Geometry, Calculus, Algebra, Pre-calculus, Trigonometry, Biology, Physics, Chemistry, Organic Chemistry, Anatomy and Physiology, Psychology, Earth Science, Environmental Science, General Science, English Literature, Language and Writing, AP courses, and History.Tests I tutor:  SAT, ACT, GMAT, GRE, LSAT, MCAT, MAT, GED, ISEE, HSPT, TOEFL, IELTSOther services: Admission counseling, editing resume and cover letters, interview tips, essay writing, writing personal statementsRate: varies depending on location, subject and the type of tutoring selected.Please contact me by responding to this listing with your name and contact number along with the subject or exam you need help with. I’ll get back to you as soon as I can to discuss plans.    ",False,2021-12-24
2021-12-12T11:05:11-0600,https://houston.craigslist.org/lss/d/houston-math-computer-science-test-prep/7419824469.html,35,Houston,None,houston,"BlakeTutoring.comOVER 450 5-star reviews on Wyzant & Thumbtack1 hour sessions for only $5730 minute sessions for only $35Text/Call: 724-804-8356Hi, my name is Alexander Blake, and I have been tutoring for over 10,000 hours! I graduated with a Bachelor's in Computer Science from California State University, Fullerton. In my time tutoring, I have tutored elementary through graduate level students.I have successfully prepared students for SAT and ACT Math tests, and up to Calculus level work. In high school, I was in an accelerated math program where I was able to take AP Calculus AB my junior year, and AP Calculus BC my senior year. After taking the AP Calculus AB & BC Exams, I scored a 5 out of 5 on both tests. This allowed me to not only begin my higher-level math courses early in college but has also enabled me to keep my math skills refined, and graduate with a 3.8 GPA.My tutoring philosophy focuses on the individual. I like to know what each of my clients likes to do outside of school so I can relate the math concepts they are learning about things they enjoy doing. To accomplish this, I personally design my lesson plans and customize them to my client's personality. For example, if I have a student that plays basketball, I will have them solve problems that incorporate concepts of basketball, such as finding a team's field goal percentage. By focusing on each person uniquely, I am able to fully understand why the student is not grasping certain concepts and can help them understand concepts and terms they are already familiar with. This is why all of my students have been and will continue to be successful!Math: Algebra I/II, Calculus (AP AB & College Level), Common Core, Geometry, Precalculus, Statistics (AP/College Level), & TrigonometryComputer Science: AP CS A/Principles, C/C++, CSS, HTML, Java, JavaScript, Linux (Bash/Zsh), Python, & SQLTest Preparation: ACT (All Sections), ASVAB, GED, HiSET, & SAT (All Sections)Text/Call: 724-804-8356 ",False,2021-12-24
2021-12-07T15:21:50-0600,https://houston.craigslist.org/lss/d/houston-math-tutor-available-qualified/7417805627.html,"[30, 30, 60, 90]",None,None,houston,Licensed K-8th Grade teacher (with over 12 years of experience in a 6th-8th Grade public school classroom) offering virtual one-on-one Math tutoring via Zoom to support students with their specific academic needs. Price per session begins at $30. Please contact me for more information and to schedule a free consultation.Session Options/Pricing:Initial Consultation (Free)30-minute session ($30)60-minute session ($60)90-minute session ($90)    ,True,2021-12-24
2021-12-07T12:30:58-0600,https://houston.craigslist.org/lss/d/spring-ivy-league-tutor-sat-act-gmat/7417712812.html,None,None,None,houston,"Professional full-time tutor available for your tutoring needs. I’m highly experienced with a strong track record of helping students increase grades and test scores. I take pride in bringing out the full academic potential from my students.Contact me (call or text) at 281-407-6375Educational Background:University of Pennsylvania(Undergrad)Harvard University(Grad)ACT 35SAT 1580LSAT 176MCAT 524GRE 334GMAT 790I have 4 years of classroom teaching experience at a public school. I also have 3 years of work experience teaching at a tutoring center. I went on my own and have been doing online and in-person tutoring for the past 4 years.Subjects I tutor: Geometry, Calculus, Algebra, Pre-calculus, Trigonometry, Biology, Physics, Chemistry, Organic Chemistry, Anatomy and Physiology, Psychology, Earth Science, Environmental Science, General Science, English Literature, Language and Writing, AP courses, and History.Tests I tutor:  SAT, ACT, GMAT, GRE, LSAT, MCAT, MAT, GED, ISEE, HSPT, TOEFL, IELTSOther services: Admission counseling, editing resume and cover letters, interview tips, essay writing, writing personal statementsRate: varies depending on location, subject and the type of tutoring selected.Please contact me by responding to this listing with your name and contact number along with the subject or exam you need help with. I’ll get back to you as soon as I can to discuss plans.    ",False,2021-12-24
2021-12-05T08:28:44-0600,https://houston.craigslist.org/lss/d/sugar-land-mit-educated-tutor-math/7416715570.html,None,Houston,None,houston,"I am a private tutor with four degrees from MIT in physics and electrical engineering and a recipient of the Goodwin Medal, MIT's highest award for excellence in teaching by a graduate student.I have over 15 years of university teaching and private tutoring experience, with students ranging from high school and college through mid-career adults going back to graduate/professional school. Many students rated me as one of the best teachers of any subject they've had. References are available upon request.Both one-on-one and group tutoring are welcomed.SubjectsI have experience teaching the following subjects:Math: SAT/AP/GRE/GMAT/AMC, competition math training, calculus, statistics, probability, linear algebra, and differential equationsPhysics: SAT/AP/MCAT, mechanics, electromagnetism, thermodynamics, and wavesEngineering: signal processing, analog and digital circuits, semiconductor electronics, and control theoryLocationsSkype, Zoom, or other remote online platformRatesRates depend on the subject, length/frequency of sessions, and whether one-on-one or group tutoring, please inquireFirst session is always free of charge ",False,2021-12-24
2021-12-03T09:52:17-0600,https://houston.craigslist.org/lss/d/houston-math-chem-sat-act-tutor-30/7415883826.html,"[30, 35, 45]",None,None,houston,"Feel free to text me at 909-640-3570Hi, I was accepted into the Ivy Leagues and tutor math, chemistry, and SAT/ACT. I’ve been a tutor for over 8 years working with students of all ages. I help with homework, quizzes and tests. For ACT/SAT I scored in the top 1%, use official practice tests and teach high-level tricks. I tutor through videocall, so you can work with me from the comfort of your home 🏠.+ Math ($30)+ Chem ($35)+ SAT/ACT ($45)+ Online Tutoring (Zoom/Skype/Facetime)Give me a call or text me at 909-640-3570. My schedule is flexible and we can get started ASAP.    ",True,2021-12-24
2021-12-22T20:30:27-0600,https://houston.craigslist.org/lss/d/sugar-land-experienced-stem-tutor-elite/7424155614.html,50,Sugar Land,None,houston,"I am offering highly focused, academically-intensive, one-on-one or group tutoring sessions for $50/hr/person. Sessions are held at Starbucks or at quiet meeting locations in the Sugar Land area. In the pandemic era, online is also acceptable (Zoom, Skype, etc.). I hold Bachelor's and Master's degrees from top-ranked universities in the US. I can tutor any of the following subjects:High School:Math:Pre-algebraAlgebraGeometryAlgebra II / College AlgebraPre-Calculus / TrigonometryAP Calculus (AB and BC)AP Statistics Science:Biology (including regular, honors, and AP)Chemistry (including regular, honors, and AP)Physics (including regular, honors, and AP)English:Literature, grammar, and essay-writing tipsSocial studies:Economics (Macro and Micro)Computer Science:PythonStandardized test prep:PSAT/SATACTSAT Subject Tests (Math I, Math II, Biology, Chemistry, Physics)College:Multivariable CalculusLinear AlgebraIntroduction to Differential EquationsProbability and StatisticsClassical MechanicsElectromagnetismQuantum MechanicsStatistical MechanicsThermodynamicsEngineering PhysicsGRE (Math, Verbal, and Writing) test prepI'll typically hold a first meeting, free of charge, that serves as a sort of consultation. This is so that:a) We can see each other in person and determine if the potential tutee can benefit from my servicesb) If necessary, I can justify my relatively high rates, perhaps by providing a more in-depth CVc) If a) and b) are satisfied then we'll work to develop a mutually agreeable schedule and physical meeting locationWhen responding to this post, please include your contact information (cell phone or email). Hope to see dramatic improvements and intellectual advancements be made. Best wishes.    ",False,2021-12-24
2021-11-30T08:28:06-0600,https://houston.craigslist.org/lss/d/houston-calculus-diff-eq-adv-math-rated/7414489581.html,None,Online,None,houston,"My name is Brian Woody and I have over 20 years of experience lecturing college level mathematics and have been the highest rated professor in Nevada for the past 8 straight years (see Rate My Professor's - University of Nevada). I am the best private instructor for advanced mathematics found on the internet. I offer an elite service to a select number of students that want to achieve long-term goals in mathematics. These typically consist of science and engineering undergraduate and graduate students. SERIOUS STUDENTS ONLY, PLEASE. Woody Calculus Consulting offers private instruction for Calculus (I, II, and III), Differential Equations, Analysis, Abstract Algebra, Number Theory, Field Theory, Galois Theory, Chaos Theory, and other advanced mathematics. Private and Group sessions are currently being held online with great success. Virtual tutoring is efficient and effective. Sessions may be recorded and made available on a private server for no additional charge.I also have over 2,000 Free Videos - tutorials, homework explanations, and study guide solutions at on our website. Google Brian M. Woody or go to BrianWoody dot com and Contact Us there (at Woody Calculus Consulting) or reply here for more information.Call or Text (530) 414-1861    ",False,2021-12-24
2021-11-29T23:22:13-0600,https://houston.craigslist.org/lss/d/houston-tutorcalculus-physics/7414413120.html,60,None,None,houston,"Have you ever gone into a math or science test well-prepared but afterward felt like the test threw you a curveball? Do you sometimes struggle with what approach to take in solving a math problem in a topic that you already studied? I want to help ensure that doesn't happen to you or repeat itself by teaching you in a way that ensures that you not only to learn the material well but also build creativity in tackling new problems and question types. Over many years of tutoring, I've developed a knack for teaching math and physics in a way that gives students the best chance of solving a wide range of problems, including those that they've never seen before. Here is feedback from a student that benefitted from my tutoring approach:“Daniel was a huge help when I took Physics 1 in the summer. He was very responsive to emails and worked efficiently during tutoring sessions. I went from failing my first test to an A on the last. Daniel’s strategy was to make sure I was understanding the concepts so that I could creatively think my way to solve the more complex problems. I learned skills that I have used in other classes and my grades reflect that.”— Kathy R., PRE-MED STUDENT at TCUI'm having success helping students in math, physics, and statistics at high school, college, and beyond. Specific subjects I've recently taught include Algebra, Busines Statistics, AP Calculus (AB & BC), AP Statistics, AP Physics (Algebra- and Calculus-based), Business Calculus, Pre-Calculus, Calculus I, II, & III, College Physics, and University Physics. I'm good at breaking down difficult concepts and explaining the type of challenging homework problems that would naturally be expected at the AP and College levels. My tutoring skills are constantly being strengthened through feedback I seek from students. Here is another testimonial I received on my tutoring:""Daniel is by far the best tutor I have ever worked with. His knowledge in physics and math is unparalleled and if he happens to stumble upon a concept he isn’t familiar with he will work his hardest to understand it. He is very good at breaking down difficult concepts into easily understood fractions that are much easier to understand. Once, I missed school for a little longer than a week and fell behind in physics. Daniel helped teach me the topics I’d missed and when quizzed over the material I received a 100. He is kind and understanding and I would recommend him to anyone that needs help in school.""— Matt M., HIGH SCHOOL SENIOR at ALL SAINTS' EPISCOPAL SchoolAnd here's more info about my work: In my approach to tutoring, I'm very mindful that every student is unique, so I pay close attention to seeking methods that produce the best possible learning with how each individual is wired. I'm not afraid to ask feedback questions to learn what works and what doesn't. And a well-asked question would also usually stimulate thinking and help students retain learned information longer. In order to truly help my students, I am humble and willing to learn how they learn. In over 10+ years of tutoring, I've had the pleasure and privilege of helping many clients succeed.After completing my first degree, I spent a summer taking graduate courses in math and computing in linear algebra and differential equations and in scientific computing at Harvard University Summer School. Before that, I earned by B.S summa cum laude in math along with minors in computer science and economics and upper-level coursework in physics. I received a full college scholarship and a number of university-wide awards.Subjects in which I have an excellent grasp or have tutored include: Physics (College Physics I &II, University Physics I & II, AP Physics, and High School Physics)Math (All algebra till College Algebra, Geometry, Trig, Pre-Calc, Calculus I, II, & III, Business Calc, Finite Math, Integrated Math) GRE Math, GMAT Math, & SATStatistics (College-level and High School)Intro to Computer Science and Computer ProgrammingBy drawing from how I prepared and made perfect scores or scores above the 90th percentile on several standardized tests and test components,   I've also coached students on test preparation for SAT, GRE, and GMAT. This helped to further hone the depth and breadth of my tutoring skills.Sessions are scheduled for a minimum of one hour. Online tutoring has been getting increasingly popular. I have a good tutoring setup by Google Meet that includes a whiteboard for writing as one would write with pencil on paper and that permanently saves lesson notes for future review and reference. The days I'm best available to respond to inquiries and to set up tutoring for are Saturdays, Tuesdays, and Thursdays.Satisfactorily meeting your needs in the fairly advanced subjects I teach would usually require significant chunks of time ahead of each session to prepare and to think of good ways to explain solutions to the questions you have. With this in mind, the fee for the high-quality tutoring you'd be receiving at this busy time of the semester is $60 per hour. I look forward to serving you as best as I can. You can call or text me at 903-884-6744 or email me through this ad. The best days to contact me are Mondays, Tuesdays, or Thursdays.    ",False,2021-12-24
2021-12-20T11:18:29-0600,https://houston.craigslist.org/lss/d/beachwood-math-science-act-sat-lsat/7423115804.html,None,Houston,None,houston,"I am a Case Western Reserve University and University of Maryland graduate. Already, I have a JD and MBA from Case, and I graduated with a BSc in Biological Sciences and BSc in Psychology, plus an Honors degree, from the University of Maryland. I am available to tutor elementary through college/graduate level students in Sciences, Math, Statistics and English and in preparation for Math, Science, Economics, Business, PSAT, ACT, SAT, PCAT, GRE, GMAT, LSAT, MCAT, ASVAB, STEM disciplines, & Graduate School coursework! Also, I tutor online classes for graduate and undergraduate schools. I have had experience teaching in one-on-one situations and in the classroom. My rates are based on my expertise and hours are flexible. My cell # is 443 739 4141    ",False,2021-12-24
2021-11-29T19:35:34-0600,https://houston.craigslist.org/lss/d/houston-math-statistics-accounting/7414357506.html,None,Houston,None,houston,"Experienced tutor to help with online classes.  📐📚📐📚I provide tutoring in many classes including:Economics 📚Mathematics 📐📚Physics tutorChemistry🖥️📚Research paperEnglishWriting📚📚ProgrammingC,C+,C++ 📚PHPJavaGo🖥️📚PythonR programming🖥️SasStata🖥️Spss / psppPast 3Advanced Excel🖥️📚Computer tutorStatlabMatlabALEKS🖥️📚BiologyPhilosophy🖥️📚PsychologyBusiness law 📚SpanishI have helped students of many Universities like:📐📚Houston university 📚Rice 📚Texan southern 📚BaylorLone starStrayer UniversityDevry📚📚collegeI can help with course completion if required 📐📚    ",False,2021-12-24
2021-11-29T19:02:10-0600,https://houston.craigslist.org/lss/d/houston-online-math-tutor-any-level-35/7414346007.html,None,None,None,houston,"I used to struggle with math my whole life. Until I had a life-changing experience in my mid 20s that inspired me to become a doctor. At the time, I actually already owned a tutoring company! But I really struggled with math and doubted that I could ever become a doctor. So I decided to hire the best math tutors from my own company to work with me. I hired two tutors: a math and chemistry tutor. They drilled me on topics like factoring, molecular mass, and significant figures. I ended up going back to University and scoring over 100% in mathematics all the way through calc II.I have been tutoring various subjects for over a decade: writing, reading, psychology. For the last 3 years I've been tutoring mathematics. I really love math..I actually own a small tutoring company myself. I've interviewed and hired dozens and dozens of tutors. But I am happy to work with a few motivated and dedicated students. I only work with regular clients who want at least 1 hour of tutoring per week. My schedule fills up quickly, so please respond soon! Thank you. - Eric    ",False,2021-12-24
2021-11-29T16:09:19-0600,https://houston.craigslist.org/lss/d/spring-ivy-league-tutor-sat-act-gmat/7414274937.html,None,None,None,houston,"Professional full-time tutor available for your tutoring needs. I’m highly experienced with a strong track record of helping students increase grades and test scores. I take pride in bringing out the full academic potential from my students.Contact me (call or text) at 281-407-6375Educational Background:University of Pennsylvania(Undergrad)Harvard University(Grad)ACT 35SAT 1580LSAT 176MCAT 524GRE 334GMAT 790I have 4 years of classroom teaching experience at a public school. I also have 3 years of work experience teaching at a tutoring center. I went on my own and have been doing online and in-person tutoring for the past 4 years.Subjects I tutor: Geometry, Calculus, Algebra, Pre-calculus, Trigonometry, Biology, Physics, Chemistry, Organic Chemistry, Anatomy and Physiology, Psychology, Earth Science, Environmental Science, General Science, English Literature, Language and Writing, AP courses, and History.Tests I tutor:  SAT, ACT, GMAT, GRE, LSAT, MCAT, MAT, GED, ISEE, HSPT, TOEFL, IELTSOther services: Admission counseling, editing resume and cover letters, interview tips, essay writing, writing personal statementsRate: varies depending on location, subject and the type of tutoring selected.Please contact me by responding to this listing with your name and contact number along with the subject or exam you need help with. I’ll get back to you as soon as I can to discuss plans.    ",False,2021-12-24
2021-12-19T11:03:46-0600,https://houston.craigslist.org/lss/d/houston-spss-statistics-geometry-sas/7422728454.html,"[50, 100, 135]",None,None,houston,"I hope everything is fine and I am glad to have you here. I am fully vaccinated and available to meet in – person and Online tooSpecialization:I hold a Doctorate in Statistics with an Undergraduate Degree in Math (Major)15+ years of tutoring experience via digital board.Get: 1. 100% Excellence work2. A+ Grade3. 100% buyer satisfaction with excellent teaching 4. Fee after work done5. Teach concept in effective mannerService specifics:College Algebra Integration Differential equations Limits Series Linear Algebra Linear Programming Operations research Numerical Analysis Mathematics Advanced Calculus 1 Calculus 2 Calculus 3 Trigonometry Vectors Higher Mathematics Complex analysis Pre-calculus Complex analysis Discrete Finite Math Differentiation Excel Tableau Pre-Algebra Tutor MinitabRate:Zoom 1-on-1 tutoring$50 First hour (1hr) $100 (2hrs)$135 (3hrs)Credentials:Worked for 2 companies namedDatameer (2014-2017) as a Statistics Data AnalysisIBM (2017 onwards) as a Senior Statistician Tutoring Keywords: MATH 116 Calc MBA 626, 215, QMS 423, BUS 14A, BUS 14B, Pre-Calculus MATH 1 (UCLA) STATISTICS 10 (UCLA), MATH 10A (UCSD), MATH 10B (UCSD), MATH 20A (UCSD), MATH 20B (UCSD), MATH 20C (UCSD), MATH 20D (UCSD), MATH 11 (UCSD), MATH 2 (UCSD),Math12400MATH 8 (SMC), MATH 31A (UCLA), MATH 112, MATH 120, MATH 102 (LMU), MATH 142, MATH 241/242, STAT 015, STAT 050, MATH 10, MAT 191, MATH 114, MATH 117, MATH 110C, MATH 130C, MATH 131, MATH 137,, MATH 138, MATH 150C, MATH 160C, MATH 138, MATH 150, MATH 160, MATH 200, MATH 220 (SBCC), MATH 124MAT 192, MAT 131, MAT 321, MAT 421, MAT 131, MATH 227, QMS 321, IS 310 MAT240, (CSULB),MAT 323, MAE 505, MATH 2 (UCSD), MATH 3C (UCSD), MATH 4C (UCSD)I can send you either a hand written or a word document according to your need. For live - Hand written work in specific time.",True,2021-12-24
2021-11-29T07:23:59-0600,https://houston.craigslist.org/lss/d/new-york-ivy-grad-math-tutor-psat-sat/7413987724.html,90,Free 30-Min. Trial Lesson,None,houston,"Call or Text Ash at (917) 359-9662 to schedule your free trial lesson. Get Accepted into Dream Schools using my 5 Vital Skills to Ace ALL Math Tests!✔️ 8 CORE SHORTCUTS:  These Core Shortcuts will Solve Most Problems In 20 Seconds Flat! ✔️ HIGH-FREQUENCY QUESTIONS:  We'll Provide You with Frequently Asked Questions in Tests. Good News: There are only 7 Main Types ✔️  STUDY|REST|STUDY:  Prep Only with this Technique. You'll Develop Massive Mental Stamina for Long Tests✔️ MENTAL MATH:  Learn this Forgotten Art developed before the Age of Calculators. Reduce Errors. Save Time & Energy✔️ GUESSING MASTERY:  Still Choosing Choice C as a Guess? Our Shockingly Easy Guessing Tactics Will Propel Your Score without Any Extra Studying! RATES$90/hourABOUT MEI'm an energetic math coach who holds dual master’s degrees in Electrical and Financial engineering from Columbia University and has been guiding hundreds of students in Math and Reading since 2008 in New York City and online. I'm based in NYC. For further information, please check out my website, bluerocketacademy.com.TESTIMONIALS FROM SATISFIED CLIENTS(Check out our GOOGLE REVIEWS for even more testimonials)""I am very impressed with the level of patience and methods Ash used to tutor my son. We thought John had no hope of raising his SAT scores above 1300. Ash is an excellent listener and was able to immediately help give tips and suggestions which showed quick results. Our son ended up with a score of 1440! I would highly recommend Ash.""  - Willem S., Parent of SAT student Final SAT Score: 1440 “Ash has tutored our child in high school Algebra and Geometry for the past two years. His calm and caring demeanor has made math less stressful. Ash is a fantastic tutor and person.” – Claudia & Paul D., Queens, NY""Once I contacted Ash late night about a difficulty I had before my SAT exam. He got right back to me with the solution. He has helped me time and again - I primarily struggled with the Reading and Writing sections and now I can tackle those questions so much better. My parents and I truly appreciate his support. Thank you, Ash!""  – Anuj V., Union City, NJ“With Ash’s tutoring sessions, my child has grown in confidence and has a better understanding of AP Calculus concepts being taught in class.  Along with Ash’s excellent teaching skills, he is very organized and reliable. We highly recommend him.” – Cheryl & Kevin M., Brooklyn, NY–Parents of AP Calculus student“Most tutors I’ve had in the past would just sit and watch me do work. Ash goes through questions and teaches me how to approach them and what techniques to use. He is very encouraging and knows how to make me succeed. Best tutor I’ve ever had.” – Vineet R., New York, NYCall or Text Ash at (917) 359-9662 to schedule your free trial lesson.",False,2021-12-24
